date,ticker,Open,High,Low,Close,Volume,fund_flow,fund_flow_normalized
2025-02-10,XLF,51.90999984741211,51.97999954223633,51.189998626708984,51.40999984741211,37921500,-18960750.0,-368814.43408435356
2025-02-11,XLF,51.33000183105469,51.63999938964844,51.02000045776367,51.540000915527344,45162900,9484167.652130127,184015.6671257034
2025-02-12,XLF,51.279998779296875,51.380001068115234,50.91999816894531,51.36000061035156,45473100,3637931.26373291,70831.99416862328
2025-02-13,XLF,51.5,51.77000045776367,51.279998779296875,51.70000076293945,36372200,7274467.749786377,140705.37025989746
2025-02-14,XLF,51.77000045776367,52.02000045776367,51.75,51.79999923706055,29574300,887192.8985595703,17127.27628622867
2025-02-18,XLF,51.880001068115234,52.20000076293945,51.75,52.16999816894531,33496800,9713974.887084961,186198.49009056122
2025-02-19,XLF,52.040000915527344,52.25,51.900001525878906,52.189998626708984,31748500,4762202.333450317,91247.41250736863
2025-02-20,XLF,52.11000061035156,52.150001525878906,51.040000915527344,51.38999938964844,47078900,-33896865.46936035,-659600.4256070929
2025-02-21,XLF,51.40999984741211,51.5,50.650001525878906,50.75,51789900,-34181326.0974884,-673523.6669455844
2025-02-24,XLF,50.9900016784668,51.40999984741211,50.68000030517578,50.970001220703125,56673900,-1133503.9432525635,-22238.64854043115
2025-02-25,XLF,51.27000045776367,51.40999984741211,50.310001373291016,50.959999084472656,50132800,-15541236.846923828,-304969.33136051
2025-02-26,XLF,50.970001220703125,51.31999969482422,50.75,50.849998474121094,31250500,-3750145.8320617676,-73749.18278454454
2025-02-27,XLF,51.029998779296875,51.79999923706055,50.9900016784668,51.130001068115234,44378600,4437961.574554443,86797.60379121065
2025-02-28,XLF,51.38999938964844,52.2599983215332,51.16999816894531,52.18000030517578,63537100,50194367.16995239,961946.4713758073
2025-03-03,XLF,52.31999969482422,52.63999938964844,51.369998931884766,51.7400016784668,76100100,-44137907.04460144,-853071.2333349382
2025-03-04,XLF,51.220001220703125,51.279998779296875,49.63999938964844,49.91999816894531,99342400,-129145423.16894531,-2587047.8346548756
2025-03-05,XLF,49.939998626708984,50.45000076293945,49.560001373291016,50.209999084472656,75561700,20401693.589401245,406327.3045489943
2025-03-06,XLF,49.619998931884766,49.959999084472656,49.060001373291016,49.380001068115234,55477700,-13314529.486846924,-269634.0461491837
2025-03-07,XLF,49.20000076293945,49.33000183105469,48.25,49.119998931884766,87351400,-6988271.94519043,-142269.383085312
2025-03-10,XLF,48.290000915527344,48.61000061035156,47.459999084472656,48.02000045776367,78177700,-21108014.78691101,-439567.15088906995
2025-02-10,XLK,234.66000366210938,236.80999755859375,234.58999633789062,236.22000122070312,3027100,4722268.609619141,19990.97699270211
2025-02-11,XLK,234.91000366210938,237.27999877929688,234.75,236.3300018310547,3228100,4583896.089172363,19396.16660456532
2025-02-12,XLK,233.0,236.10000610351562,232.74000549316406,235.82000732421875,4277800,12063427.331542969,51155.23262179143
2025-02-13,XLK,236.24000549316406,239.30999755859375,235.91000366210938,239.16000366210938,3914800,11431208.83178711,47797.32671328011
2025-02-14,XLK,238.9600067138672,240.1699981689453,238.52000427246094,239.97000122070312,2278500,2301272.4838256836,9589.834029750982
2025-02-18,XLK,241.2100067138672,242.19000244140625,240.08999633789062,242.16000366210938,3012000,2861390.8081054688,11816.116471892788
2025-02-19,XLK,241.88999938964844,243.13999938964844,240.1999969482422,242.17999267578125,2802100,812590.1870727539,3355.315103013526
2025-02-20,XLK,241.9499969482422,242.27000427246094,238.86000061035156,241.41000366210938,2993700,-1616577.9006958008,-6696.3998018841485
2025-02-21,XLK,241.47999572753906,241.5800018310547,234.75,234.8699951171875,4528800,-29935370.764160156,-127455.06614935644
2025-02-24,XLK,235.77999877929688,236.44000244140625,231.22000122070312,231.50999450683594,3723800,-15900641.909790039,-68682.31301919249
2025-02-25,XLK,231.02000427246094,231.22999572753906,226.9499969482422,228.50999450683594,5216800,-13094218.9453125,-57302.60933913235
2025-02-26,XLK,230.75,233.17999267578125,229.22999572753906,231.0,3815300,953825.0,4129.112554112554
2025-02-27,XLK,232.25999450683594,232.5,222.49000549316406,222.58999633789062,5050000,-48833490.75317383,-219387.62548450203
2025-02-28,XLK,221.58999633789062,225.75999450683594,219.6999969482422,225.52999877929688,7086100,27919251.300048828,123793.95845858422
2025-03-03,XLK,226.69000244140625,227.14999389648438,217.0500030517578,218.6699981689453,6258100,-50189988.73748779,-229523.8906011734
2025-03-04,XLK,217.0500030517578,222.36000061035156,214.25999450683594,218.5,8860500,12847697.959899902,58799.532997253555
2025-03-05,XLK,219.17999267578125,222.2899932861328,216.24000549316406,221.57000732421875,5965500,14257632.385253906,64348.20559621597
2025-03-06,XLK,217.02000427246094,220.4499969482422,214.3800048828125,215.4199981689453,8216000,-13145650.146484375,-61023.350934089074
2025-03-07,XLK,215.1699981689453,219.08999633789062,212.6300048828125,218.5399932861328,5631700,18978801.501464844,86843.60796431452
2025-03-10,XLK,214.22000122070312,214.6199951171875,207.0800018310547,209.25,10761800,-53486159.13696289,-255608.88476445826
2025-02-10,XLE,89.3499984741211,90.66000366210938,89.3499984741211,90.51000213623047,12935700,15005459.371948242,165787.85789180387
2025-02-11,XLE,90.94000244140625,91.8499984741211,90.36000061035156,91.23999786376953,13113400,3933959.9716186523,43116.616217949166
2025-02-12,XLE,90.48999786376953,91.11000061035156,88.87999725341797,89.04000091552734,19399400,-28129070.797729492,-315914.9877414722
2025-02-13,XLE,88.9000015258789,89.91000366210938,88.31999969482422,89.70999908447266,15775200,12777873.486328125,142435.33181062943
2025-02-14,XLE,90.05000305175781,91.33000183105469,90.05000305175781,90.06999969482422,12942900,258814.55154418945,2873.482318431294
2025-02-18,XLE,90.5,91.9000015258789,89.9800033569336,91.30000305175781,14787400,11829965.127563477,129572.45051631695
2025-02-19,XLE,91.68000030517578,92.87999725341797,91.62999725341797,92.0199966430664,12265600,4170259.08203125,45319.052751187795
2025-02-20,XLE,91.83000183105469,93.0199966430664,91.44000244140625,92.86000061035156,14166100,14591065.707397461,157129.71797860318
2025-02-21,XLE,92.30000305175781,92.55000305175781,90.87999725341797,90.93000030517578,15638300,-21424513.95187378,-235615.46112360767
2025-02-24,XLE,91.08999633789062,91.44000244140625,90.47000122070312,90.94999694824219,13147600,-1840655.9753417969,-20238.109258973116
2025-02-25,XLE,90.93000030517578,91.3499984741211,88.91000366210938,89.63999938964844,13304300,-17162559.18045044,-191460.94709179972
2025-02-26,XLE,89.75,89.98999786376953,88.72000122070312,89.12999725341797,12152800,-7534769.378662109,-84536.85191124771
2025-02-27,XLE,89.75,90.70999908447266,88.9800033569336,89.61000061035156,15024000,-2103350.830078125,-23472.27782336551
2025-02-28,XLE,89.31999969482422,91.06999969482422,88.76000213623047,91.0,13313600,22366852.06298828,245789.58310976133
2025-03-03,XLE,91.3499984741211,91.87000274658203,87.01000213623047,87.81999969482422,24750900,-87370646.78649902,-994883.2508553097
2025-03-04,XLE,86.52999877929688,88.37999725341797,85.43000030517578,86.97000122070312,25338500,11149001.861572266,128193.6495928007
2025-03-05,XLE,85.70999908447266,86.1500015258789,84.02999877929688,85.69999694824219,28255400,-282614.3600463867,-3297.7172708310522
2025-03-06,XLE,85.29000091552734,86.48999786376953,84.62000274658203,85.95999908447266,23552100,15779863.874816895,183572.1736026319
2025-03-07,XLE,86.3499984741211,88.05999755859375,86.3499984741211,87.43000030517578,22424600,24218609.060668945,277005.70715010306
2025-03-10,XLE,87.91000366210938,89.29000091552734,87.26000213623047,88.08000183105469,20017800,3402989.3463134766,38635.209758972465
2025-02-10,XLV,146.60000610351562,146.64999389648438,145.4600067138672,146.3000030517578,7374300,-2212312.5045776367,-15121.752962609084
2025-02-11,XLV,145.8800048828125,146.32000732421875,145.44000244140625,146.02999877929688,6634900,995194.5037841797,6815.000425277491
2025-02-12,XLV,145.67999267578125,146.61000061035156,145.3699951171875,145.82000732421875,7572200,1060218.9208984375,7270.736988382728
2025-02-13,XLV,146.11000061035156,146.7100067138672,145.16000366210938,146.38999938964844,6293100,1762060.317993164,12036.75336662214
2025-02-14,XLV,146.5,146.6999969482422,144.8000030517578,144.8000030517578,5299200,-9008623.828125,-62214.251645456985
2025-02-18,XLV,143.9199981689453,144.88999938964844,143.83999633789062,144.52000427246094,11366800,6820149.377441406,47191.73246482544
2025-02-19,XLV,144.52999877929688,146.44000244140625,144.5,146.39999389648438,6295900,11773302.258300781,80418.73462525809
2025-02-20,XLV,146.19000244140625,147.3000030517578,146.10000610351562,147.22000122070312,6264800,6452736.3525390625,43830.568530328426
2025-02-21,XLV,145.47999572753906,147.13999938964844,145.33999633789062,146.42999267578125,8647000,8214623.611450195,56099.324061557854
2025-02-24,XLV,146.58999633789062,148.22000122070312,146.27000427246094,147.6199951171875,7559400,7786172.772216797,52744.70281641574
2025-02-25,XLV,147.89999389648438,149.08999633789062,147.41000366210938,148.88999938964844,11981300,11861552.815246582,79666.55157412309
2025-02-26,XLV,148.30999755859375,148.9499969482422,147.35000610351562,147.82000732421875,6566800,-3217667.87109375,-21767.47200422151
2025-02-27,XLV,147.5500030517578,148.91000366210938,147.16000366210938,147.22000122070312,7377000,-2434423.5076904297,-16535.95630692118
2025-02-28,XLV,147.4600067138672,149.16000366210938,146.49000549316406,148.92999267578125,8453700,12426820.32623291,83440.68312207564
2025-03-03,XLV,149.02000427246094,150.32000732421875,148.9600067138672,149.5800018310547,9459300,5297184.906005859,35413.72403504074
2025-03-04,XLV,149.7899932861328,150.07000732421875,147.97000122070312,148.19000244140625,10804700,-17287421.08001709,-116657.13472710461
2025-03-05,XLV,147.52000427246094,149.91000366210938,147.24000549316406,149.67999267578125,7597700,16410943.891906738,109640.19705328385
2025-03-06,XLV,149.0,149.47999572753906,147.92999267578125,149.27000427246094,7122200,1923024.429321289,12882.859076035218
2025-03-07,XLV,148.66000366210938,150.27999877929688,148.4499969482422,149.27999877929688,8532400,5290046.337890625,35437.073828702916
2025-03-10,XLV,148.1199951171875,149.91000366210938,147.33999633789062,147.6699981689453,13576500,-6109383.567810059,-41371.867295755466
2025-02-10,XLI,138.22000122070312,138.61000061035156,137.6300048828125,138.55999755859375,5446400,1851756.0546875,13364.290468498573
2025-02-11,XLI,138.10000610351562,138.67999267578125,137.6999969482422,138.61000061035156,5787700,2951695.2072143555,21294.965689466415
2025-02-12,XLI,136.6300048828125,138.24000549316406,136.41000366210938,137.75,7694300,8617578.430175781,62559.553032129086
2025-02-13,XLI,137.74000549316406,138.25,137.30999755859375,137.88999938964844,8539100,1280812.8814697266,9288.656807158408
2025-02-14,XLI,138.0800018310547,138.25,137.38999938964844,137.5500030517578,5800000,-3073992.919921875,-22348.18503613687
2025-02-18,XLI,138.02000427246094,138.88999938964844,137.8800048828125,138.6300048828125,7226600,4408230.410766602,31798.530300081802
2025-02-19,XLI,138.2899932861328,139.0800018310547,138.07000732421875,138.77000427246094,9454100,4538071.865844727,32702.10943378426
2025-02-20,XLI,138.61000061035156,138.6300048828125,136.8699951171875,137.86000061035156,9306700,-6980025.0,-50631.25612285749
2025-02-21,XLI,138.0,138.0,134.30999755859375,134.83999633789062,14561200,-46013445.32470703,-341244.7832570658
2025-02-24,XLI,135.36000061035156,135.60000610351562,134.0500030517578,134.22999572753906,10876100,-12290046.105957031,-91559.61034896737
2025-02-25,XLI,134.24000549316406,135.39999389648438,133.49000549316406,134.9199981689453,9898500,6730907.501220703,49888.13810086431
2025-02-26,XLI,135.61000061035156,136.36000061035156,134.82000732421875,135.0,8330400,-5081549.084472656,-37641.104329427086
2025-02-27,XLI,135.30999755859375,136.42999267578125,134.35000610351562,134.52999877929688,9624600,-7507176.251220703,-55802.99055481742
2025-02-28,XLI,134.89999389648438,136.4600067138672,134.24000549316406,136.3300018310547,9888000,14139918.45703125,103718.31781058709
2025-03-03,XLI,137.1199951171875,137.63999938964844,133.6699981689453,134.38999938964844,12683000,-34624535.81237793,-257642.20529526193
2025-03-04,XLI,132.91000366210938,134.0,130.7899932861328,131.77000427246094,15191300,-17318072.72796631,-131426.51716211313
2025-03-05,XLI,132.24000549316406,134.39999389648438,132.10000610351562,133.85000610351562,12117600,19509343.395996094,145755.26713766562
2025-03-06,XLI,132.47000122070312,133.60000610351562,131.74000549316406,132.6999969482422,12029100,2766641.6061401367,20848.844534783428
2025-03-07,XLI,131.9499969482422,134.60000610351562,131.52999877929688,134.25,17504500,40260403.41949463,299891.2731433492
2025-03-10,XLI,132.5399932861328,134.0800018310547,131.10000610351562,132.14999389648438,15123900,-5898311.769104004,-44633.46228925492
2025-02-10,XLP,79.55999755859375,79.8499984741211,79.05999755859375,79.83999633789062,7949600,2225878.2958984375,27879.238451844412
2025-02-11,XLP,79.95999908447266,80.62999725341797,79.66999816894531,80.61000061035156,9157100,5952128.972625732,73838.59232797708
2025-02-12,XLP,79.91999816894531,80.6500015258789,79.87000274658203,80.55000305175781,10564000,6655371.58203125,82624.10092964003
2025-02-13,XLP,80.76000213623047,81.48999786376953,80.54000091552734,81.41999816894531,10132300,6687277.802276611,82133.11167608487
2025-02-14,XLP,81.37999725341797,81.43000030517578,80.58999633789062,80.61000061035156,10470300,-8062095.851898193,-100013.59373346657
2025-02-18,XLP,80.3499984741211,80.91999816894531,79.9000015258789,80.9000015258789,10432400,5737851.837158203,70925.23768769937
2025-02-19,XLP,81.08999633789062,81.58000183105469,80.88999938964844,81.55000305175781,6450800,2967411.309814453,36387.62965994138
2025-02-20,XLP,80.55999755859375,81.2300033569336,80.43000030517578,81.2300033569336,14264000,9556962.707519531,117653.11230537789
2025-02-21,XLP,81.2300033569336,82.25,80.9800033569336,82.18000030517578,18203300,17293079.44793701,210429.29403406044
2025-02-24,XLP,81.8499984741211,82.80999755859375,81.80999755859375,82.43000030517578,14114200,8186261.84387207,99311.68037807292
2025-02-25,XLP,82.69000244140625,83.87999725341797,82.69000244140625,83.5999984741211,18198000,16560107.803344727,198087.41753112606
2025-02-26,XLP,83.27999877929688,83.36000061035156,81.8499984741211,82.0,19969500,-25560935.623168945,-311718.7271118164
2025-02-27,XLP,81.63999938964844,82.43000030517578,81.62000274658203,81.98999786376953,16613700,5814769.649505615,70920.47568005972
2025-02-28,XLP,82.69000244140625,83.12999725341797,82.13999938964844,83.08000183105469,15163900,5913911.744689941,71183.33671580837
2025-03-03,XLP,82.68000030517578,83.81999969482422,82.68000030517578,83.5199966430664,18918900,15891806.716918945,190275.47121241697
2025-03-04,XLP,83.36000061035156,84.13999938964844,82.05000305175781,82.0999984741211,21845600,-27525502.667236328,-335268.0046140646
2025-03-05,XLP,81.94000244140625,82.75,81.80999755859375,82.44000244140625,13772700,6886350.0,83531.65691491133
2025-03-06,XLP,82.12999725341797,82.80000305175781,81.94000244140625,82.58999633789062,13729400,6315511.430358887,76468.23720055618
2025-03-07,XLP,82.05999755859375,83.43000030517578,82.04000091552734,82.86000061035156,19631100,15704939.909362793,189535.8411016087
2025-03-10,XLP,82.98999786376953,84.3499984741211,82.36000061035156,82.68000030517578,27411500,-8497498.077392578,-102775.73834092781
2025-02-10,XLY,226.47999572753906,227.57000732421875,225.44000244140625,226.35000610351562,2981900,-387616.0598754883,-1712.4632181287486
2025-02-11,XLY,224.91000366210938,225.5399932861328,223.22999572753906,223.77999877929688,2769100,-3129096.5209960938,-13982.914192801327
2025-02-12,XLY,222.11000061035156,224.89999389648438,221.52000427246094,223.74000549316406,3951500,6440964.294433594,28787.71849601293
2025-02-13,XLY,225.19000244140625,227.3300018310547,224.7899932861328,227.10000610351562,3242200,6192613.873291016,27268.22416054154
2025-02-14,XLY,228.72000122070312,228.9199981689453,226.22000122070312,227.0,1712800,-2946018.0908203125,-12978.053263525606
2025-02-18,XLY,226.94000244140625,227.24000549316406,224.9199981689453,226.3699951171875,3783600,-2156679.7119140625,-9527.233107009566
2025-02-19,XLY,225.32000732421875,226.36000061035156,224.8800048828125,226.24000549316406,1998200,1838340.3411865234,8125.620122662478
2025-02-20,XLY,225.6199951171875,225.6199951171875,222.57000732421875,224.2899932861328,2366200,-3147050.3326416016,-14031.16691267998
2025-02-21,XLY,224.82000732421875,224.88999938964844,217.52000427246094,218.38999938964844,4521500,-29073280.876159668,-133125.51379373154
2025-02-24,XLY,219.3699951171875,219.69000244140625,216.66000366210938,217.57000732421875,2976700,-5358023.663330078,-24626.66490306107
2025-02-25,XLY,217.4499969482422,217.9499969482422,213.41000366210938,216.42999267578125,4003200,-4083281.103515625,-18866.52146975075
2025-02-26,XLY,217.88999938964844,219.11000061035156,215.0800018310547,215.5399932861328,3071800,-7218748.748779297,-33491.458539651576
2025-02-27,XLY,216.5399932861328,217.13999938964844,212.25999450683594,212.42999267578125,3399500,-13971947.074890137,-65772.00751597565
2025-02-28,XLY,212.50999450683594,216.10000610351562,211.66000366210938,215.9600067138672,3848200,13276336.975097656,61475.90554897477
2025-03-03,XLY,217.22000122070312,218.3699951171875,209.72000122070312,211.97999572753906,5491800,-28777062.1673584,-135753.66896575454
2025-03-04,XLY,208.3699951171875,211.86000061035156,205.49000549316406,208.24000549316406,6921300,-899697.184753418,-4320.481948810516
2025-03-05,XLY,208.38999938964844,211.7899932861328,207.47000122070312,211.41000366210938,5064100,15293603.636169434,72340.96481362711
2025-03-06,XLY,208.27999877929688,209.7899932861328,205.13999938964844,206.0500030517578,4877700,-10877250.160217285,-52789.37150748318
2025-03-07,XLY,204.77999877929688,206.25,200.27000427246094,205.6699981689453,4899400,4360463.009643555,21201.25953451753
2025-03-10,XLY,202.94000244140625,203.22000122070312,196.5800018310547,198.3300018310547,7205800,-33218742.39807129,-167492.27091909334
2025-02-10,XLB,88.93000030517578,89.02999877929688,88.2699966430664,88.73999786376953,4475200,-850298.92578125,-9581.912849339917
2025-02-11,XLB,89.0199966430664,89.83000183105469,88.88999938964844,89.26000213623047,4720900,1133041.9326782227,12693.72513512772
2025-02-12,XLB,88.05999755859375,89.06999969482422,87.76000213623047,88.62000274658203,5513600,3087644.6044921875,34841.39594670995
2025-02-13,XLB,89.11000061035156,90.2699966430664,88.98999786376953,90.16000366210938,5215300,5476080.9158325195,60737.36350272461
2025-02-14,XLB,90.41999816894531,90.87000274658203,89.83000183105469,89.8499984741211,4815700,-2744947.5303649902,-30550.33474658989
2025-02-18,XLB,90.0999984741211,90.98999786376953,89.55000305175781,90.98999786376953,3557900,3166528.828430176,34800.84517829214
2025-02-19,XLB,89.88999938964844,90.19999694824219,89.61000061035156,89.91999816894531,3804000,114115.3564453125,1269.0764987662474
2025-02-20,XLB,89.68000030517578,90.02999877929688,89.12999725341797,89.70999908447266,4934300,148022.9766845703,1650.0164774852917
2025-02-21,XLB,89.88999938964844,89.9000015258789,87.97000122070312,88.06999969482422,4977000,-9058138.481140137,-102851.57843224648
2025-02-24,XLB,88.29000091552734,88.4800033569336,87.72000122070312,87.97000122070312,4727100,-1512670.5574035645,-17195.29994785959
2025-02-25,XLB,88.02999877929688,88.93000030517578,87.94999694824219,88.6500015258789,4640600,2877184.745788574,32455.552129332566
2025-02-26,XLB,88.97000122070312,89.44000244140625,88.5199966430664,88.61000061035156,3982500,-1433702.4307250977,-16179.916723277962
2025-02-27,XLB,88.6500015258789,89.20999908447266,87.94999694824219,88.01000213623047,3544500,-2268477.8366088867,-25775.22760535235
2025-02-28,XLB,88.3499984741211,88.83000183105469,87.66999816894531,88.76000213623047,4658300,1909920.0592041016,21517.800960310044
2025-03-03,XLB,89.58999633789062,89.91000366210938,86.7699966430664,86.9800033569336,8441600,-22032516.748046875,-253305.54032785696
2025-03-04,XLB,87.18000030517578,87.18000030517578,85.68000030517578,85.80000305175781,11259300,-15537803.075408936,-181093.26949599225
2025-03-05,XLB,86.5999984741211,88.2699966430664,86.47000122070312,88.04000091552734,8684300,12505413.201904297,142042.40199750787
2025-03-06,XLB,87.5999984741211,88.41999816894531,87.11000061035156,87.58000183105469,9246800,-184904.9591064453,-2111.269185208906
2025-03-07,XLB,87.19000244140625,88.19000244140625,86.77999877929688,87.81999969482422,7827300,4931177.501678467,56150.96240963767
2025-03-10,XLB,87.04000091552734,87.54000091552734,85.38999938964844,85.98999786376953,8336400,-8753245.440673828,-101793.76274135092
2025-02-10,XLU,78.36000061035156,79.0199966430664,77.93000030517578,78.98999786376953,5332100,3359208.354949951,42527.00906187421
2025-02-11,XLU,78.68000030517578,79.43000030517578,78.0199966430664,79.38999938964844,5417800,3846633.039855957,48452.3626329378
2025-02-12,XLU,78.37000274658203,79.44000244140625,78.0199966430664,79.25,7444400,6551051.553344727,82663.11108321421
2025-02-13,XLU,79.4000015258789,79.58000183105469,78.94000244140625,79.43000030517578,8510400,255301.611328125,3214.1710984166916
2025-02-14,XLU,79.38999938964844,80.02999877929688,79.05000305175781,79.0999984741211,6986000,-2025946.3958740234,-25612.470732687132
2025-02-18,XLU,79.43000030517578,79.97000122070312,79.16000366210938,79.83999633789062,7754500,3179314.235687256,39821.071912780266
2025-02-19,XLU,79.75,80.5,79.66999816894531,80.26000213623047,6256600,3190879.365539551,39756.78146785326
2025-02-20,XLU,80.0,80.44000244140625,79.29000091552734,80.25,8695400,2173850.0,27088.473520249223
2025-02-21,XLU,80.26000213623047,80.52999877929688,79.87999725341797,80.2699966430664,7773700,77694.29779052734,967.9120597949901
2025-02-24,XLU,80.5,80.51000213623047,79.51000213623047,79.87000274658203,7487000,-4716789.436340332,-59055.83165316947
2025-02-25,XLU,79.4000015258789,79.62999725341797,78.31999969482422,79.47000122070312,10918900,764319.6678161621,9617.713049902979
2025-02-26,XLU,79.62000274658203,80.5,79.36000061035156,79.80000305175781,7710900,1387964.3531799316,17393.036342112744
2025-02-27,XLU,79.58000183105469,79.76000213623047,77.94999694824219,78.02999877929688,12537300,-19432853.260803223,-249043.36235821137
2025-02-28,XLU,78.54000091552734,79.25,78.12000274658203,79.22000122070312,10885000,7401803.321838379,93433.51688694513
2025-03-03,XLU,79.13999938964844,79.58000183105469,78.80000305175781,79.33000183105469,9638200,1831281.5307617188,23084.35003772862
2025-03-04,XLU,79.33000183105469,79.75,77.91999816894531,78.04000091552734,11280900,-14552371.327972412,-186473.23369106956
2025-03-05,XLU,77.5199966430664,78.04000091552734,76.86000061035156,77.48999786376953,10333400,-309989.3859863281,-4000.379333230873
2025-03-06,XLU,76.88999938964844,76.95999908447266,75.66000366210938,75.87999725341797,12702900,-12829956.136322021,-169082.1903099648
2025-03-07,XLU,76.05000305175781,77.62999725341797,75.83000183105469,77.29000091552734,11617200,14405303.182983398,186379.90700410787
2025-03-10,XLU,77.0199966430664,78.37000274658203,77.0199966430664,78.13999938964844,18679900,20921539.305877686,267744.2983017128
2025-02-10,XLRE,42.060001373291016,42.095001220703125,41.64500045776367,42.029998779296875,3907600,-117238.1362915039,-2789.391855734553
2025-02-11,XLRE,41.83000183105469,42.27000045776367,41.76499938964844,42.2599983215332,3276300,1408797.5017547607,33336.43061308217
2025-02-12,XLRE,41.43000030517578,42.04999923706055,41.43000030517578,41.900001525878906,6834300,3212129.342651367,76661.79536216588
2025-02-13,XLRE,41.810001373291016,42.34000015258789,41.66999816894531,42.22999954223633,7069100,2969009.0560913086,70305.68525395921
2025-02-14,XLRE,42.349998474121094,42.4900016784668,42.04999923706055,42.060001373291016,4528100,-1313135.8722686768,-31220.538026481037
2025-02-18,XLRE,41.95000076293945,42.3849983215332,41.91999816894531,42.209999084472656,5622200,1461762.5633239746,34630.7177216144
2025-02-19,XLRE,42.029998779296875,42.387001037597656,41.96500015258789,42.290000915527344,4405400,1145413.410949707,27084.733652232037
2025-02-20,XLRE,42.290000915527344,42.650001525878906,42.05500030517578,42.58000183105469,3947300,1144720.613861084,26883.996351221616
2025-02-21,XLRE,42.59000015258789,42.650001525878906,42.02000045776367,42.22999954223633,5072100,-1825959.0957641602,-43238.43513040836
2025-02-24,XLRE,42.29999923706055,42.64500045776367,42.06999969482422,42.41999816894531,4435200,532219.2626953125,12546.42351882367
2025-02-25,XLRE,42.560001373291016,43.08000183105469,42.54999923706055,42.869998931884766,5698200,1766428.0883789062,41204.29513388947
2025-02-26,XLRE,42.95000076293945,43.04499816894531,42.53499984741211,42.65999984741211,5472200,-1586943.0099487305,-37199.78939580328
2025-02-27,XLRE,42.66999816894531,43.08000183105469,42.59000015258789,42.849998474121094,4040600,727309.2330932617,16973.37827287238
2025-02-28,XLRE,43.060001373291016,43.244998931884766,42.68000030517578,43.150001525878906,5771500,519435.88066101074,12037.911061242554
2025-03-03,XLRE,43.29999923706055,43.74599838256836,43.16999816894531,43.52000045776367,9874300,2172358.053588867,49916.31504455403
2025-03-04,XLRE,43.560001373291016,43.861000061035156,42.91999816894531,43.02000045776367,9765700,-5273486.940765381,-122582.21489195016
2025-03-05,XLRE,42.54999923706055,43.53499984741211,42.540000915527344,43.41999816894531,5564100,4840761.056900024,111486.90145183413
2025-03-06,XLRE,43.060001373291016,43.150001525878906,42.165000915527344,42.22999954223633,7954300,-6602083.564758301,-156336.33995556235
2025-03-07,XLRE,42.310001373291016,42.637001037597656,41.939998626708984,42.470001220703125,7083600,1133374.919128418,26686.481906101864
2025-03-10,XLRE,42.43000030517578,42.88999938964844,41.86000061035156,42.060001373291016,9446100,-3495046.9104766846,-83096.6903557001
